businessname,dbaname,legalowner,namelast,namefirst,licenseno,issdttm,expdttm,licstatus,licensecat,descript,result,resultdttm,violation,viollevel,violdesc,violdttm,violstatus,statusdate,comments,address,city,state,zip,property_id,location
100 Percent Delicia Food,,BRENNAN PATRICK E,Marte,Civelis,87059,2013-04-05 12:47:23,2020-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Filed,2018-06-05 09:38:01,35-6-501.111/.115,**,Insects  Rodents  Animals,2018-06-05 09:38:01,Pass,2018-06-06 09:47:07,evidence of mice  remove all droppings and provide extermination report.,635   Hyde Park AVE,Roslindale,MA,02131,77476,"(42.278590000, -71.119440000)"
100 Percent Delicia Food,,BRENNAN PATRICK E,Marte,Civelis,87059,2013-04-05 12:47:23,2020-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Filed,2018-06-05 09:38:01,36-6-201.11,*,Floors Designed Constructed Installed,2018-06-05 09:38:01,Pass,2018-06-06 09:47:07,replace all worn rubber mats/clean cellar floor throughout/seal floor tiles in kitchen.,635   Hyde Park AVE,Roslindale,MA,02131,77476,"(42.278590000, -71.119440000)"
100 Percent Delicia Food,,BRENNAN PATRICK E,Marte,Civelis,87059,2013-04-05 12:47:23,2020-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Filed,2018-06-05 09:38:01,37-6-201.11,*,Walls/Ceilings Designed Constructed Installed,2018-06-05 09:38:01,Fail,,provide overhead protection above all reachins and spot freezers.,635   Hyde Park AVE,Roslindale,MA,02131,77476,"(42.278590000, -71.119440000)"
100 Percent Delicia Food,,BRENNAN PATRICK E,Marte,Civelis,87059,2013-04-05 12:47:23,2020-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Filed,2018-06-05 09:38:01,37-6-201.11,*,Walls/Ceilings Designed Constructed Installed,2018-06-05 09:38:01,Pass,2018-06-06 09:47:07,provide overhead protection for all reachins/seal walkin door/shall be made smooth and easy cleanable./clean compressor and fan. clean ceiling in walkin unit.,635   Hyde Park AVE,Roslindale,MA,02131,77476,"(42.278590000, -71.119440000)"
100 Percent Delicia Food,,BRENNAN PATRICK E,Marte,Civelis,87059,2013-04-05 12:47:23,2020-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Filed,2018-06-05 09:38:01,42-6-501.113/.114,*,Premises Maintained,2018-06-05 09:38:01,Pass,2018-06-06 09:47:07,remove all unnecessary articles in cellar/remove all milkcrates used for shelving.,635   Hyde Park AVE,Roslindale,MA,02131,77476,"(42.278590000, -71.119440000)"
100 Percent Delicia Food,,BRENNAN PATRICK E,Marte,Civelis,87059,2013-04-05 12:47:23,2020-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Filed,2019-05-20 09:04:54,36-6-201.11,*,Floors Designed Constructed Installed,2019-05-20 09:04:54,Fail,,regrout floor in kitchen as needed.,635   Hyde Park AVE,Roslindale,MA,02131,77476,"(42.278590000, -71.119440000)"
100 Percent Delicia Food,,BRENNAN PATRICK E,Marte,Civelis,87059,2013-04-05 12:47:23,2020-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Hearing,2013-03-28 15:12:05,16-4-501.11/.15,*,Dishwashng Facilities,2013-03-28 15:12:05,Fail,,Provide dish washer at ware washing area.,635   Hyde Park AVE,Roslindale,MA,02131,77476,"(42.278590000, -71.119440000)"
100 Percent Delicia Food,,BRENNAN PATRICK E,Marte,Civelis,87059,2013-04-05 12:47:23,2020-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Hearing,2017-11-30 14:31:03,16-4-501.11/.15,*,Dishwashng Facilities,2017-11-30 14:31:03,Fail,,Dishwasher not working at this time. PIC stated that a new one is coming Monday. Until that point PIC will need to use disposable plates and silverware.,635   Hyde Park AVE,Roslindale,MA,02131,77476,"(42.278590000, -71.119440000)"
100 Percent Delicia Food,,BRENNAN PATRICK E,Marte,Civelis,87059,2013-04-05 12:47:23,2020-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Pass,2013-04-02 12:10:43,16-4-501.11/.15,*,Dishwashng Facilities,2013-04-02 12:10:43,Pass,2013-04-03 10:04:02,Provide dish washer at ware washing area.,635   Hyde Park AVE,Roslindale,MA,02131,77476,"(42.278590000, -71.119440000)"
100 Percent Delicia Food,,BRENNAN PATRICK E,Marte,Civelis,87059,2013-04-05 12:47:23,2020-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Pass,2013-11-07 13:48:01,,,, ,,, ,635   Hyde Park AVE,Roslindale,MA,02131,77476,"(42.278590000, -71.119440000)"
100 Percent Delicia Food,,BRENNAN PATRICK E,Marte,Civelis,87059,2013-04-05 12:47:23,2020-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Pass,2014-03-06 13:32:36,16-4-501.11/.15,*,Dishwashng Facilities,2014-03-06 13:32:36,Pass,2014-03-06 15:19:11,Provide sink plugs for sink behind service bar.,635   Hyde Park AVE,Roslindale,MA,02131,77476,"(42.278590000, -71.119440000)"
100 Percent Delicia Food,,BRENNAN PATRICK E,Marte,Civelis,87059,2013-04-05 12:47:23,2020-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Pass,2014-03-06 13:32:36,37-6-501.11-.12,*,Improper Maintenance of Walls/Ceilings,2014-03-06 13:32:36,Pass,2014-03-06 15:19:11,Exhausthood sticker not visible  provide current documentation on exhausthood cleaning.,635   Hyde Park AVE,Roslindale,MA,02131,77476,"(42.278590000, -71.119440000)"
100 Percent Delicia Food,,BRENNAN PATRICK E,Marte,Civelis,87059,2013-04-05 12:47:23,2020-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Pass,2014-03-06 15:23:54,,,, ,,, ,635   Hyde Park AVE,Roslindale,MA,02131,77476,"(42.278590000, -71.119440000)"
100 Percent Delicia Food,,BRENNAN PATRICK E,Marte,Civelis,87059,2013-04-05 12:47:23,2020-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Pass,2014-06-24 13:52:45,29-5-201/02.11,*,Installed and Maintained,2014-06-24 13:52:45,Pass,2014-06-25 07:58:15,Repair loose pipe below hand sink behind beverage bar.,635   Hyde Park AVE,Roslindale,MA,02131,77476,"(42.278590000, -71.119440000)"
100 Percent Delicia Food,,BRENNAN PATRICK E,Marte,Civelis,87059,2013-04-05 12:47:23,2020-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Pass,2014-06-24 13:52:45,36-6-501.11-.12,*,Improper Maintenance of Floors,2014-06-24 13:52:45,Pass,2014-06-25 07:58:15,Replace missing floor tiles at entrance to kitchen.,635   Hyde Park AVE,Roslindale,MA,02131,77476,"(42.278590000, -71.119440000)"
100 Percent Delicia Food,,BRENNAN PATRICK E,Marte,Civelis,87059,2013-04-05 12:47:23,2020-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Pass,2014-06-24 13:52:45,37-6-501.11-.12,*,Improper Maintenance of Walls/Ceilings,2014-06-24 13:52:45,Pass,2014-06-25 07:58:15,Paint wall for storage.,635   Hyde Park AVE,Roslindale,MA,02131,77476,"(42.278590000, -71.119440000)"
100 Percent Delicia Food,,BRENNAN PATRICK E,Marte,Civelis,87059,2013-04-05 12:47:23,2020-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Pass,2016-10-04 12:32:59,02-3-602.11-.12/3-302.12,*,Food Container Labels,2016-10-04 12:32:59,Pass,2016-10-04 15:14:19,Properly labels all bulk food containers. If a product is taken out of its original package new container must be labeled. Bulk rice.,635   Hyde Park AVE,Roslindale,MA,02131,77476,"(42.278590000, -71.119440000)"
100 Percent Delicia Food,,BRENNAN PATRICK E,Marte,Civelis,87059,2013-04-05 12:47:23,2020-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Pass,2016-10-04 12:32:59,03-3-501.16,***,Hot Holding,2016-10-04 12:32:59,Pass,2016-10-04 15:14:19,White rice at 100F  pork dish 87F and plantains 85F. PIC removed and will reheat to above 165F. Monitor holding temperature with staff.,635   Hyde Park AVE,Roslindale,MA,02131,77476,"(42.278590000, -71.119440000)"
100 Percent Delicias Express,,STAMATOS GEORGE C,100 Percent Delicias Express LLC,Lewis Crespo,351943,2018-11-26 09:59:52,2020-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,2020-03-18 11:55:06,590.004/4-204.112-C,*,Temperature Measuring Devices-Functionality  (C),2020-03-18 11:55:06,Fail,,rear and front reach in units/provide internal thermometers,656   Centre ST,Jamaica Plain,MA,02130,28152,"(42.312830000, -71.113860000)"
100 Percent Delicia Food,,BRENNAN PATRICK E,Marte,Civelis,87059,2013-04-05 12:47:23,2020-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Pass,2016-10-04 12:32:59,08-3-302.11/3-304.11,***,Separation  Segregation Cross Contamination,2016-10-04 12:32:59,Pass,2016-10-04 15:14:19,Raw chicken stored above Raw pork and other cooked foods. Raw whole eggs stored above fruits and vegetables. PIC need to properly store foods as discussed.,635   Hyde Park AVE,Roslindale,MA,02131,77476,"(42.278590000, -71.119440000)"
100 Percent Delicia Food,,BRENNAN PATRICK E,Marte,Civelis,87059,2013-04-05 12:47:23,2020-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Pass,2016-10-04 12:32:59,08-3-305-307.11,*,Food Protection,2016-10-04 12:32:59,Pass,2016-10-04 15:14:19,Discontinue to store food containers on the floor in the walk in under shelves. Must be 6 inches off the floor.,635   Hyde Park AVE,Roslindale,MA,02131,77476,"(42.278590000, -71.119440000)"
100 Percent Delicia Food,,BRENNAN PATRICK E,Marte,Civelis,87059,2013-04-05 12:47:23,2020-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Pass,2016-10-04 12:32:59,14-4-202.11,*,Food Contact Surfaces Design,2016-10-04 12:32:59,Pass,2016-10-04 15:14:19,Replace yellow cutting board in kicthen and any others that have deep dark scores and stains.,635   Hyde Park AVE,Roslindale,MA,02131,77476,"(42.278590000, -71.119440000)"
100 Percent Delicia Food,,BRENNAN PATRICK E,Marte,Civelis,87059,2013-04-05 12:47:23,2020-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Pass,2016-10-04 12:32:59,17-4-302.14,*,Test Kit Provided,2016-10-04 12:32:59,Pass,2016-10-04 15:14:19,Provide a test kit.,635   Hyde Park AVE,Roslindale,MA,02131,77476,"(42.278590000, -71.119440000)"
100 Percent Delicia Food,,BRENNAN PATRICK E,Marte,Civelis,87059,2013-04-05 12:47:23,2020-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Pass,2016-10-04 12:32:59,23-4-602.13,*,Non-Food Contact Surfaces Clean,2016-10-04 12:32:59,Pass,2016-10-04 15:14:19,Clean interior and exterior of refrigerators and freezers in kitchen and basement storage. Visibly soiled.  Clean shelves in kitchen and warewashing area. Visibly soiled.,635   Hyde Park AVE,Roslindale,MA,02131,77476,"(42.278590000, -71.119440000)"
100 Percent Delicia Food,,BRENNAN PATRICK E,Marte,Civelis,87059,2013-04-05 12:47:23,2020-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Pass,2016-10-04 12:32:59,29-5-201/02.11,*,Installed and Maintained,2016-10-04 12:32:59,Pass,2016-10-04 15:14:19,Three bay sink in the wash bay leaking. Fauset at three bay leaking and handle for hot water on hand sink loose. PIC has a plumber working on the problem and will be back in 30 mins with parts to make repairs.,635   Hyde Park AVE,Roslindale,MA,02131,77476,"(42.278590000, -71.119440000)"
100 Percent Delicia Food,,BRENNAN PATRICK E,Marte,Civelis,87059,2013-04-05 12:47:23,2020-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Pass,2016-10-04 12:32:59,36-6-501.11-.12,*,Improper Maintenance of Floors,2016-10-04 12:32:59,Pass,2016-10-04 15:14:19,Clean floor under and behind equipment in kitchen.,635   Hyde Park AVE,Roslindale,MA,02131,77476,"(42.278590000, -71.119440000)"
100 Percent Delicia Food,,BRENNAN PATRICK E,Marte,Civelis,87059,2013-04-05 12:47:23,2020-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Pass,2016-10-04 12:32:59,37-6-501.11-.12,*,Improper Maintenance of Walls/Ceilings,2016-10-04 12:32:59,Pass,2016-10-04 15:14:19,Clean walls and ceiling of the walk in in the basement. Visibly soiled with mold. Clean and repair seiling in kitchen above prep area were soiled and falling apart.  Repair any ceiling tile falling down in walk in in basement.,635   Hyde Park AVE,Roslindale,MA,02131,77476,"(42.278590000, -71.119440000)"
100 Percent Delicia Food,,BRENNAN PATRICK E,Marte,Civelis,87059,2013-04-05 12:47:23,2020-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Pass,2016-10-04 12:32:59,M-2-103.11,***,PIC Performing Duties,2016-10-04 12:32:59,Pass,2016-10-04 15:14:19,PIC need to monitor staff for proper food storage  holding and reheating temperatures and general cleaning and repairs.,635   Hyde Park AVE,Roslindale,MA,02131,77476,"(42.278590000, -71.119440000)"
100 Percent Delicia Food,,BRENNAN PATRICK E,Marte,Civelis,87059,2013-04-05 12:47:23,2020-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Pass,2017-12-18 14:10:28,16-4-501.11/.15,*,Dishwashng Facilities,2017-12-18 14:10:28,Pass,2017-12-18 15:12:21,Dishwasher not working at this time. PIC stated that a new one is coming Monday. Until that point PIC will need to use disposable plates and silverware.,635   Hyde Park AVE,Roslindale,MA,02131,77476,"(42.278590000, -71.119440000)"
100 Percent Delicias Express,,STAMATOS GEORGE C,100 Percent Delicias Express LLC,Lewis Crespo,351943,2018-11-26 09:59:52,2020-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,2019-05-07 14:57:03,01-3-602.11 B2,***,Labeling of Ingredients,2019-05-07 14:57:03,Fail,,Provide a ingredient list for desert as discussed.,656   Centre ST,Jamaica Plain,MA,02130,28152,"(42.312830000, -71.113860000)"
100 Percent Delicias Express,,STAMATOS GEORGE C,100 Percent Delicias Express LLC,Lewis Crespo,351943,2018-11-26 09:59:52,2020-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,2019-05-07 14:57:03,02-3-602.11-.12/3-302.12,*,Food Container Labels,2019-05-07 14:57:03,Fail,,Lable bulk food containers. Sugar etc.,656   Centre ST,Jamaica Plain,MA,02130,28152,"(42.312830000, -71.113860000)"
100 Percent Delicias Express,,STAMATOS GEORGE C,100 Percent Delicias Express LLC,Lewis Crespo,351943,2018-11-26 09:59:52,2020-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,2019-05-07 14:57:03,31-5-204/05.11,***,Location  Accessible,2019-05-07 14:57:03,Fail,,Discontinue to block hand sink in warewashing.,656   Centre ST,Jamaica Plain,MA,02130,28152,"(42.312830000, -71.113860000)"
100 Percent Delicias Express,,STAMATOS GEORGE C,100 Percent Delicias Express LLC,Lewis Crespo,351943,2018-11-26 09:59:52,2020-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,2019-05-07 14:57:03,37-6-501.11-.12,*,Improper Maintenance of Walls/Ceilings,2019-05-07 14:57:03,Fail,,Clean hood filters on cookline.,656   Centre ST,Jamaica Plain,MA,02130,28152,"(42.312830000, -71.113860000)"
100 Percent Delicias Express,,STAMATOS GEORGE C,100 Percent Delicias Express LLC,Lewis Crespo,351943,2018-11-26 09:59:52,2020-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,2020-03-18 11:55:06,590.003/3-304.14-C,*,Wiping Cloths  Use Limitation (C),2020-03-18 11:55:06,Fail,,provide wiping cloths in a solution between 200-400ppm/tested at 100ppm,656   Centre ST,Jamaica Plain,MA,02130,28152,"(42.312830000, -71.113860000)"
100 Percent Delicias Express,,STAMATOS GEORGE C,100 Percent Delicias Express LLC,Lewis Crespo,351943,2018-11-26 09:59:52,2020-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,2020-03-18 11:55:06,590.003/3-501.16-P,***,(A)(2) and (B) Time/Temperature Control for Safety Food  Hot and Cold Holding (P),2020-03-18 11:55:06,Fail,,potato salad 55 degrees/provide proper teemperature of 41 degrees or below,656   Centre ST,Jamaica Plain,MA,02130,28152,"(42.312830000, -71.113860000)"
1000 Degrees Pizza,,KHOSLA VIPAN,Pasquriello LLC,Kenneth Pasquariello,313440,2017-08-14 08:49:37,2019-12-31 23:59:00,Inactive,FS,Eating & Drinking,HE_Fail,2018-03-20 10:54:25,13-2-304/402.11,*,Clean Cloths  Hair Restraint,2018-03-20 10:54:25,Fail,,One staff person without hair restraint. Provide,55  Court St,Boston,MA,02108,156226,"(42.359227000, -71.058878000)"
100 Percent Delicias Express,,STAMATOS GEORGE C,100 Percent Delicias Express LLC,Lewis Crespo,351943,2018-11-26 09:59:52,2020-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,2020-03-18 11:55:06,590.005/5-205.15-C,*,System Maintained in Good Repair (C),2020-03-18 11:55:06,Fail,,repair rear restroom toilet to remove odors remove water purifier from front handsink,656   Centre ST,Jamaica Plain,MA,02130,28152,"(42.312830000, -71.113860000)"
100 Percent Delicias Express,,STAMATOS GEORGE C,100 Percent Delicias Express LLC,Lewis Crespo,351943,2018-11-26 09:59:52,2020-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,2020-03-18 11:55:06,590.005/5-501.17-C,*,Toilet Room Receptacle  Covered (C),2020-03-18 11:55:06,Fail,,rear restroom/provide covered waste receptacle,656   Centre ST,Jamaica Plain,MA,02130,28152,"(42.312830000, -71.113860000)"
100 Percent Delicias Express,,STAMATOS GEORGE C,100 Percent Delicias Express LLC,Lewis Crespo,351943,2018-11-26 09:59:52,2020-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,2020-03-18 11:55:06,590.006/6-202.11-C,*,Light Bulbs  Protective Shielding (C),2020-03-18 11:55:06,Fail,,rear storage room and front service line/provide proper light shields,656   Centre ST,Jamaica Plain,MA,02130,28152,"(42.312830000, -71.113860000)"
100 Percent Delicias Express,,STAMATOS GEORGE C,100 Percent Delicias Express LLC,Lewis Crespo,351943,2018-11-26 09:59:52,2020-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,2020-03-18 11:55:06,590.006/6-301.12-PF,**,Hand Drying Provision (Pf),2020-03-18 11:55:06,Fail,,rear restroom/provide paper towels and toilet paper in dispenser,656   Centre ST,Jamaica Plain,MA,02130,28152,"(42.312830000, -71.113860000)"
100 Percent Delicias Express,,STAMATOS GEORGE C,100 Percent Delicias Express LLC,Lewis Crespo,351943,2018-11-26 09:59:52,2020-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,2020-03-18 11:55:06,590.006/6-301.14-C,*,Handwashing Signage  (C),2020-03-18 11:55:06,Fail,,provide proper handwash signage that is understood by both languages,656   Centre ST,Jamaica Plain,MA,02130,28152,"(42.312830000, -71.113860000)"
100 Percent Delicias Express,,STAMATOS GEORGE C,100 Percent Delicias Express LLC,Lewis Crespo,351943,2018-11-26 09:59:52,2020-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,2020-03-18 11:55:06,590.006/6-501.114-C,*,Maintaining Premises  Unnecessary Items and Litter (C),2020-03-18 11:55:06,Fail,,clean outside grounds provide covered grease barrel container rear door/provide door sweep on rear door to remove daylight,656   Centre ST,Jamaica Plain,MA,02130,28152,"(42.312830000, -71.113860000)"
100 Percent Delicias Express,,STAMATOS GEORGE C,100 Percent Delicias Express LLC,Lewis Crespo,351943,2018-11-26 09:59:52,2020-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,2020-09-25 12:47:12,590.002(C)/2-102.12-C,*,(A) Certified Food Protection Manager (C),2020-09-25 12:47:12,Fail,,provide allergen certificate for certified food manager,656   Centre ST,Jamaica Plain,MA,02130,28152,"(42.312830000, -71.113860000)"
100 Percent Delicias Express,,STAMATOS GEORGE C,100 Percent Delicias Express LLC,Lewis Crespo,351943,2018-11-26 09:59:52,2020-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,2020-09-25 12:47:12,590.004/4-301.11-PF,**,Cooling  Heating  and Holding Capacities-Equipment (Pf),2020-09-25 12:47:12,Fail,,provide proper hot holding equipment to hold all back up of hot foods at 135 degrees or above,656   Centre ST,Jamaica Plain,MA,02130,28152,"(42.312830000, -71.113860000)"
100 Percent Delicias Express,,STAMATOS GEORGE C,100 Percent Delicias Express LLC,Lewis Crespo,351943,2018-11-26 09:59:52,2020-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,2020-09-25 12:47:12,590.006/6-202.11-C,*,Light Bulbs  Protective Shielding (C),2020-09-25 12:47:12,Fail,,provide light shields with endcaps,656   Centre ST,Jamaica Plain,MA,02130,28152,"(42.312830000, -71.113860000)"
100 Percent Delicias Express,,STAMATOS GEORGE C,100 Percent Delicias Express LLC,Lewis Crespo,351943,2018-11-26 09:59:52,2020-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,2020-09-25 12:47:12,590.006/6-202.14-C,*,Toilet Rooms  Enclosed (C),2020-09-25 12:47:12,Fail,,restroom/provide self closing door,656   Centre ST,Jamaica Plain,MA,02130,28152,"(42.312830000, -71.113860000)"
100 Percent Delicias Express,,STAMATOS GEORGE C,100 Percent Delicias Express LLC,Lewis Crespo,351943,2018-11-26 09:59:52,2020-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,2020-09-25 12:47:12,590.006/6-501.11-C,*,Repairing-Premises  Structures  Attachments  and Fixtures-Methods (C),2020-09-25 12:47:12,Fail,,provide door sweep to rear door to trash,656   Centre ST,Jamaica Plain,MA,02130,28152,"(42.312830000, -71.113860000)"
100 Percent Delicias Express,,STAMATOS GEORGE C,100 Percent Delicias Express LLC,Lewis Crespo,351943,2018-11-26 09:59:52,2020-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Filed,2021-01-07 11:28:02,590.006/6-501.114-C,*,Maintaining Premises  Unnecessary Items and Litter (C),2021-01-07 11:28:02,Fail,,provide door sweep to rear door to remove all daylight,656   Centre ST,Jamaica Plain,MA,02130,28152,"(42.312830000, -71.113860000)"
100 Percent Delicias Express,,STAMATOS GEORGE C,100 Percent Delicias Express LLC,Lewis Crespo,351943,2018-11-26 09:59:52,2020-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Filed,2021-01-07 11:28:02,L1,-,,2021-01-07 11:28:02,Fail,,post 2021 city of boston health permit,656   Centre ST,Jamaica Plain,MA,02130,28152,"(42.312830000, -71.113860000)"
100 Percent Delicias Express,,STAMATOS GEORGE C,100 Percent Delicias Express LLC,Lewis Crespo,351943,2018-11-26 09:59:52,2020-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Pass,2018-11-21 08:59:46,,,, ,,, ,656   Centre ST,Jamaica Plain,MA,02130,28152,"(42.312830000, -71.113860000)"
100 Percent Delicias Express,,STAMATOS GEORGE C,100 Percent Delicias Express LLC,Lewis Crespo,351943,2018-11-26 09:59:52,2020-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Pass,2019-05-14 15:14:13,01-3-602.11 B2,***,Labeling of Ingredients,2019-05-14 15:14:13,Pass,2019-05-14 15:41:48,Provide a ingredient list for desert as discussed.,656   Centre ST,Jamaica Plain,MA,02130,28152,"(42.312830000, -71.113860000)"
100 Percent Delicias Express,,STAMATOS GEORGE C,100 Percent Delicias Express LLC,Lewis Crespo,351943,2018-11-26 09:59:52,2020-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Pass,2019-05-14 15:14:13,02-3-602.11-.12/3-302.12,*,Food Container Labels,2019-05-14 15:14:13,Pass,2019-05-14 15:41:48,Lable bulk food containers. Sugar etc.,656   Centre ST,Jamaica Plain,MA,02130,28152,"(42.312830000, -71.113860000)"
100 Percent Delicias Express,,STAMATOS GEORGE C,100 Percent Delicias Express LLC,Lewis Crespo,351943,2018-11-26 09:59:52,2020-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Pass,2019-05-14 15:14:13,31-5-204/05.11,***,Location  Accessible,2019-05-14 15:14:13,Pass,2019-05-14 15:41:48,Discontinue to block hand sink in warewashing.,656   Centre ST,Jamaica Plain,MA,02130,28152,"(42.312830000, -71.113860000)"
149 Eat Street,,  ,Mass. General Hospital Joan Shea Sr. Mgr., ,28288,2012-02-27 08:47:59,2021-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Pass,2012-04-17 11:27:40,22-4-601/602.11,**,Food Contact Surfaces Clean,2012-04-17 11:27:40,Pass,2012-04-18 08:00:34,Kitchen-clean mixer.,300   CHELSEA ST,Charlestown/,MA,02129,0,
100 Percent Delicias Express,,STAMATOS GEORGE C,100 Percent Delicias Express LLC,Lewis Crespo,351943,2018-11-26 09:59:52,2020-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Pass,2019-05-14 15:14:13,37-6-501.11-.12,*,Improper Maintenance of Walls/Ceilings,2019-05-14 15:14:13,Pass,2019-05-14 15:41:48,Clean hood filters on cookline.,656   Centre ST,Jamaica Plain,MA,02130,28152,"(42.312830000, -71.113860000)"
100 Percent Delicias Express,,STAMATOS GEORGE C,100 Percent Delicias Express LLC,Lewis Crespo,351943,2018-11-26 09:59:52,2020-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Pass,2019-10-28 11:00:33,,,, ,,, ,656   Centre ST,Jamaica Plain,MA,02130,28152,"(42.312830000, -71.113860000)"
100 Percent Delicias Express,,STAMATOS GEORGE C,100 Percent Delicias Express LLC,Lewis Crespo,351943,2018-11-26 09:59:52,2020-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Pass,2020-06-10 11:02:11,590.003/3-304.14-C,*,Wiping Cloths  Use Limitation (C),2020-06-10 11:02:11,Pass,2020-06-10 15:53:24,provide wiping cloths in a solution between 200-400ppm/tested at 100ppm,656   Centre ST,Jamaica Plain,MA,02130,28152,"(42.312830000, -71.113860000)"
100 Percent Delicias Express,,STAMATOS GEORGE C,100 Percent Delicias Express LLC,Lewis Crespo,351943,2018-11-26 09:59:52,2020-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Pass,2020-06-10 11:02:11,590.003/3-501.16-P,***,(A)(2) and (B) Time/Temperature Control for Safety Food  Hot and Cold Holding (P),2020-06-10 11:02:11,Pass,2020-06-10 15:53:24,potato salad 55 degrees/provide proper teemperature of 41 degrees or below,656   Centre ST,Jamaica Plain,MA,02130,28152,"(42.312830000, -71.113860000)"
100 Percent Delicias Express,,STAMATOS GEORGE C,100 Percent Delicias Express LLC,Lewis Crespo,351943,2018-11-26 09:59:52,2020-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Pass,2020-06-10 11:02:11,590.004/4-204.112-C,*,Temperature Measuring Devices-Functionality  (C),2020-06-10 11:02:11,Pass,2020-06-10 15:53:24,rear and front reach in units/provide internal thermometers,656   Centre ST,Jamaica Plain,MA,02130,28152,"(42.312830000, -71.113860000)"
100 Percent Delicias Express,,STAMATOS GEORGE C,100 Percent Delicias Express LLC,Lewis Crespo,351943,2018-11-26 09:59:52,2020-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Pass,2020-06-10 11:02:11,590.005/5-205.15-C,*,System Maintained in Good Repair (C),2020-06-10 11:02:11,Pass,2020-06-10 15:53:24,repair rear restroom toilet to remove odors remove water purifier from front handsink,656   Centre ST,Jamaica Plain,MA,02130,28152,"(42.312830000, -71.113860000)"
